inspection_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,date,school_id
INSP01222,0.0,1.0,0.0,1.0,0.0,,No remarks,2025-11-10,SCH0556
INSP01293,1.0,1.0,1.0,1.0,0.0,Wyatt Doctor,Toilets locked,2025-11-20,SCH0385
INSP02421,0.0,1.0,0.0,1.0,0.0,Yash Sagar,Needs repair,2025-11-20,SCH0110
INSP02092,1.0,1.0,1.0,0.0,0.0,Maanav Gour,Needs repair,2026-03-30,SCH0466
INSP01030,1.0,1.0,1.0,0.0,0.0,Vedhika Saha,Average,2026-11-03,SCH0547
INSP00890,0.0,1.0,1.0,0.0,1.0,,No remarks,2025-09-20,SCH0423
INSP01617,1.0,1.0,1.0,0.0,1.0,Chanchal Bhardwaj,Average,2026-02-28,SCH0432
INSP01111,1.0,1.0,1.0,0.0,0.0,Avni Kuruvilla,,2026-04-01,SCH0438
INSP02116,1.0,1.0,1.0,0.0,0.0,Pavani Saini,Needs repair,2025-07-14,SCH0215
INSP02763,0.0,1.0,1.0,1.0,0.0,Isha Walia,No remarks,2025-11-05,SCH0330
INSP01043,1.0,1.0,1.0,1.0,1.0,,,2025-10-28,SCH0379
INSP01777,1.0,1.0,1.0,1.0,1.0,Zaitra Keer,Needs repair,2025-06-04,SCH0080
INSP00465,1.0,0.0,1.0,1.0,0.0,,Needs repair,2025-09-07,SCH0211
INSP00882,1.0,,1.0,1.0,,Hardik Guha,No remarks,2025-02-04,SCH0313
INSP02156,,1.0,1.0,0.0,0.0,Aadhya Baral,Good condition,2025-04-28,SCH0302
INSP01423,1.0,1.0,1.0,0.0,0.0,Geetika Garde,Average,2025-07-04,SCH0416
INSP00773,1.0,1.0,1.0,0.0,1.0,Vidhi Karpe,Toilets locked,2025-09-09,SCH0413
INSP01768,1.0,1.0,1.0,0.0,0.0,Pranit Deep,Needs repair,2025-11-26,SCH0544
INSP01065,1.0,1.0,0.0,1.0,0.0,Jalsa Gokhale,Good condition,2025-06-27,SCH0074
INSP00213,1.0,1.0,1.0,0.0,0.0,Vasudha Bal,No remarks,2025-05-23,SCH0284
INSP00013,0.0,1.0,1.0,1.0,0.0,Advik Edwin,No remarks,2026-01-05,SCH0345
INSP00423,,1.0,,0.0,1.0,Sathvik Balasubramanian,Average,2025-10-17,SCH0321
INSP02368,1.0,1.0,1.0,1.0,1.0,Zinal Chaudhary,Toilets locked,2025-05-09,SCH0384
INSP01054,1.0,,0.0,1.0,,Varenya Ramakrishnan,Needs repair,2025-06-22,SCH0476
INSP01230,1.0,1.0,0.0,1.0,1.0,Lila Contractor,No remarks,2025-07-10,SCH0456
INSP01456,1.0,1.0,1.0,1.0,0.0,,Toilets locked,2026-03-11,SCH0323
INSP00742,0.0,,1.0,,1.0,Oviya Panchal,Needs repair,2025-06-11,SCH0455
INSP02776,1.0,1.0,1.0,0.0,1.0,Lakshit Sur,,2025-07-09,SCH0139
INSP02700,1.0,1.0,1.0,1.0,0.0,Rachita Rana,Needs repair,2026-03-17,SCH0252
INSP02329,1.0,0.0,1.0,1.0,0.0,Baljiwan Mani,,2026-03-13,SCH0596
INSP00799,0.0,1.0,0.0,1.0,0.0,Megha Sanghvi,Average,2026-01-19,SCH0035
INSP01432,1.0,0.0,1.0,1.0,1.0,Hamsini Dugar,Toilets locked,2025-05-20,SCH0057
INSP02427,0.0,1.0,0.0,1.0,0.0,Pooja Kunda,Needs repair,2025-09-11,SCH0074
INSP00510,0.0,1.0,1.0,1.0,1.0,Radha Sunder,Average,2025-05-08,SCH0101
INSP00645,1.0,1.0,0.0,1.0,0.0,Amaira Padmanabhan,Average,2025-10-18,SCH0589
INSP00598,1.0,1.0,1.0,,0.0,Niharika Pillai,Needs repair,2025-10-06,SCH0276
INSP02714,0.0,1.0,0.0,0.0,0.0,Andrew Batta,Good condition,2025-07-10,SCH0592
INSP01162,1.0,1.0,1.0,1.0,0.0,Sathvik Lala,Average,2025-05-28,SCH0527
INSP01362,0.0,0.0,1.0,0.0,,Vritti Som,No remarks,2025-07-13,SCH0206
INSP00858,0.0,1.0,1.0,1.0,1.0,Imaran Mohan,No remarks,2025-07-05,SCH0189
INSP02780,1.0,1.0,,0.0,0.0,Charita Mangat,No remarks,2025-12-12,SCH0072
INSP00519,1.0,0.0,1.0,,1.0,,No remarks,2025-07-27,SCH0309
INSP00965,1.0,1.0,1.0,1.0,1.0,Kashish Sankaran,Toilets locked,2025-07-02,SCH0287
INSP02968,1.0,0.0,0.0,0.0,1.0,Kavya Shan,,2025-10-04,SCH0074
INSP00574,1.0,1.0,0.0,1.0,1.0,Yashasvi More,No remarks,2025-08-17,SCH0434
INSP02865,0.0,1.0,0.0,1.0,1.0,Isaiah Rastogi,Average,2025-04-27,SCH0095
INSP02544,1.0,1.0,1.0,1.0,1.0,,,2025-05-10,SCH0046
INSP02107,1.0,1.0,1.0,0.0,1.0,Fitan Devan,Needs repair,2025-12-27,SCH0459
INSP02754,0.0,1.0,1.0,1.0,0.0,Vansha Buch,Good condition,2025-12-10,SCH0363
INSP01308,1.0,1.0,0.0,1.0,1.0,Jack Subramanian,,2025-07-15,SCH0173
INSP01587,1.0,1.0,1.0,0.0,1.0,Ryan Srinivasan,Needs repair,2025-04-18,SCH0254
INSP00124,0.0,,1.0,1.0,0.0,Deepa Parmar,Average,2025-12-18,SCH0515
INSP01498,1.0,1.0,1.0,0.0,0.0,Advik Lata,No remarks,2025-10-26,SCH0324
INSP00221,1.0,1.0,1.0,0.0,1.0,Finn Ranganathan,Needs repair,2025-07-19,SCH0090
INSP00359,0.0,1.0,1.0,0.0,1.0,Irya Bhatnagar,No remarks,2025-02-09,SCH0288
INSP02530,1.0,1.0,1.0,0.0,1.0,Amaira Upadhyay,Needs repair,2025-04-13,SCH0084
INSP02777,1.0,1.0,0.0,1.0,0.0,Advika Chacko,,2025-10-22,SCH0270
INSP02113,1.0,1.0,1.0,1.0,0.0,Kiaan Wable,Toilets locked,2025-05-14,SCH0325
INSP01796,1.0,1.0,1.0,0.0,0.0,Hitesh Atwal,Good condition,2026-03-26,SCH0041
INSP01698,1.0,1.0,0.0,1.0,0.0,Chakradev Sengupta,Average,2025-12-29,SCH0552
INSP00260,1.0,1.0,0.0,0.0,1.0,Zayyan Solanki,No remarks,2025-12-14,SCH0057
INSP02913,1.0,0.0,1.0,1.0,0.0,Atharv Varty,Good condition,2025-10-21,SCH0015
INSP02415,1.0,1.0,1.0,0.0,0.0,Akshay Bahri,No remarks,2025-10-23,SCH0259
INSP01351,1.0,1.0,1.0,1.0,1.0,Ekantika Nazareth,Average,2025-11-01,SCH0462
INSP02517,0.0,0.0,1.0,0.0,0.0,Pranit Tata,,2025-05-23,SCH0266
INSP01107,1.0,0.0,1.0,0.0,1.0,Devika Kari,Good condition,2025-04-12,SCH0179
INSP02532,1.0,1.0,0.0,1.0,1.0,William Biswas,Needs repair,2025-09-26,SCH0116
INSP01878,1.0,1.0,1.0,1.0,1.0,Onkar Din,Good condition,2026-03-20,SCH0053
INSP01657,1.0,0.0,1.0,0.0,1.0,Vidhi Mall,No remarks,2025-05-15,SCH0163
INSP01094,1.0,1.0,1.0,1.0,1.0,Advika Munshi,,2025-02-11,SCH0489
INSP02856,1.0,1.0,1.0,0.0,0.0,Wishi Narang,,2026-01-07,SCH0547
INSP02449,1.0,,,,0.0,George Om,,2025-11-20,SCH0486
INSP00457,1.0,1.0,1.0,1.0,1.0,Zehaan Guha,,2025-12-18,SCH0232
INSP00463,1.0,0.0,1.0,,1.0,Oeshi Krishna,Average,2025-10-26,SCH0078
INSP01692,1.0,1.0,1.0,1.0,0.0,Aditya Mukhopadhyay,Needs repair,2025-07-01,SCH0156
INSP01668,1.0,0.0,1.0,0.0,1.0,,Average,2025-04-10,SCH0339
INSP01414,0.0,1.0,1.0,1.0,1.0,Nirja Chawla,Toilets locked,2025-05-15,SCH0096
INSP00382,1.0,1.0,0.0,0.0,1.0,Harsh Chadha,No remarks,2026-01-19,SCH0242
INSP02939,1.0,1.0,1.0,0.0,1.0,Varsha Tandon,Average,2025-09-22,SCH0433
INSP01534,0.0,0.0,1.0,1.0,1.0,Libni Deol,,2025-07-10,SCH0208
INSP02473,1.0,,1.0,,1.0,Upadhriti Rai,,2025-11-03,SCH0205
INSP02442,0.0,,1.0,1.0,1.0,Krish Sinha,Good condition,2026-02-21,SCH0512
INSP00966,0.0,1.0,1.0,1.0,1.0,Aishani Kara,No remarks,2025-06-19,SCH0426
INSP02842,1.0,1.0,0.0,0.0,1.0,Chakrika Kata,Good condition,2025-07-18,SCH0113
INSP01778,1.0,1.0,1.0,0.0,0.0,Urvashi Batra,Toilets locked,2026-03-12,SCH0556
INSP00943,0.0,1.0,1.0,0.0,,Anmol Deshmukh,Good condition,2025-05-05,SCH0356
INSP00060,1.0,,1.0,1.0,1.0,Geetika Kapoor,Average,2025-05-31,SCH0564
INSP02391,0.0,1.0,1.0,1.0,,Irya Mittal,,2026-01-07,SCH0301
INSP02859,0.0,1.0,0.0,1.0,1.0,,Average,2026-03-12,SCH0279
INSP01766,1.0,1.0,0.0,0.0,,Ayush Mann,Needs repair,2026-05-01,SCH0360
INSP01576,1.0,1.0,1.0,1.0,0.0,Omya Swaminathan,Toilets locked,2025-08-11,SCH0099
INSP02484,1.0,1.0,1.0,0.0,0.0,Panini Nayar,Good condition,2026-03-19,SCH0510
INSP02411,0.0,0.0,1.0,1.0,1.0,Andrew Chahal,Toilets locked,2025-12-22,SCH0105
INSP01028,,1.0,1.0,0.0,1.0,Isha Vohra,Good condition,2026-01-22,SCH0107
INSP00658,,1.0,1.0,0.0,1.0,Peter Rao,Good condition,2026-03-21,SCH0117
INSP01314,0.0,1.0,,1.0,0.0,Siya Sahni,Toilets locked,2025-08-11,SCH0351
INSP00846,1.0,,1.0,0.0,1.0,,Needs repair,2025-06-28,SCH0190
INSP00543,1.0,1.0,1.0,,1.0,Advaith Rajagopal,Toilets locked,2026-01-24,SCH0327
INSP00870,1.0,1.0,1.0,1.0,0.0,Rachana Mani,No remarks,2025-08-20,SCH0454
INSP01710,1.0,1.0,1.0,0.0,0.0,Harrison Bera,Toilets locked,2025-05-15,SCH0016
INSP01310,1.0,1.0,1.0,1.0,0.0,,Needs repair,2025-08-09,SCH0249
INSP02227,1.0,1.0,1.0,,0.0,Xiti Walla,Needs repair,2025-08-11,SCH0097
INSP02579,1.0,1.0,1.0,1.0,,Frederick Mistry,Good condition,2025-12-12,SCH0008
INSP01447,1.0,1.0,1.0,1.0,0.0,Advay Rege,,2026-03-24,SCH0035
INSP02644,1.0,1.0,1.0,1.0,0.0,Madhavi Dey,Average,2025-11-12,SCH0130
INSP01656,0.0,1.0,1.0,1.0,1.0,Maanas Basu,No remarks,2025-03-12,SCH0543
INSP01504,1.0,1.0,1.0,,0.0,Akshay Iyengar,No remarks,2025-10-29,SCH0236
INSP01085,1.0,1.0,1.0,0.0,,Yashasvi Amble,Average,2026-02-07,SCH0262
INSP02379,1.0,,1.0,1.0,1.0,Oscar Basak,No remarks,2026-03-30,SCH0284
INSP01433,1.0,1.0,0.0,1.0,0.0,Akshay Narayan,Average,2025-05-30,SCH0590
INSP02546,1.0,,1.0,1.0,1.0,Anjali Magar,Needs repair,2025-11-06,SCH0182
INSP01892,1.0,1.0,1.0,1.0,0.0,Jairaj Hegde,Good condition,2025-08-31,SCH0238
INSP01062,0.0,1.0,0.0,1.0,1.0,Lipika Cherian,Average,2025-05-13,SCH0009
INSP00436,1.0,1.0,1.0,1.0,0.0,Aachal Pai,Good condition,2025-12-23,SCH0581
INSP02474,1.0,1.0,1.0,1.0,1.0,Abeer Toor,No remarks,2026-10-01,SCH0352
INSP00238,0.0,1.0,1.0,1.0,,Hiral Goda,Toilets locked,2025-09-08,SCH0166
INSP01488,1.0,1.0,1.0,1.0,1.0,Irya Prabhu,Toilets locked,2025-08-17,SCH0242
INSP02728,0.0,1.0,1.0,1.0,1.0,Hiral Morar,,2025-06-30,SCH0282
INSP00110,0.0,1.0,1.0,0.0,0.0,Eiravati Chaudhuri,Toilets locked,2025-04-23,SCH0119
INSP02084,,0.0,1.0,1.0,0.0,Naveen Bhandari,Good condition,2025-09-11,SCH0283
INSP00782,1.0,1.0,1.0,1.0,1.0,Tanveer Dyal,Toilets locked,2026-01-10,SCH0162
INSP00164,0.0,,1.0,1.0,0.0,Vedhika Bora,Good condition,2026-02-05,SCH0163
INSP00289,1.0,1.0,1.0,1.0,0.0,Parth Bhatnagar,,2025-12-27,SCH0457
INSP00253,,1.0,0.0,1.0,1.0,Nicholas Agate,Toilets locked,2025-07-07,SCH0006
INSP01118,1.0,1.0,0.0,0.0,1.0,Aishani Keer,Needs repair,2025-07-08,SCH0382
INSP02127,1.0,1.0,1.0,1.0,0.0,Tara Oza,Good condition,2025-12-15,SCH0350
INSP01739,,1.0,0.0,1.0,1.0,Zilmil Kumar,,2025-06-06,SCH0436
INSP00768,0.0,0.0,1.0,0.0,0.0,Chatura Pradhan,Good condition,2026-02-19,SCH0172
INSP00788,1.0,1.0,1.0,0.0,1.0,Jeet Roy,Average,2025-07-06,SCH0421
INSP01443,1.0,1.0,1.0,1.0,1.0,Jairaj Chaudhary,Good condition,2025-09-30,SCH0463
INSP00927,,1.0,0.0,1.0,1.0,,Good condition,2025-04-03,SCH0420
INSP01836,1.0,,1.0,0.0,1.0,Lavanya Seshadri,Average,2025-07-19,SCH0134
INSP01287,1.0,1.0,,1.0,1.0,Qarin Bhavsar,No remarks,2025-05-29,SCH0119
INSP01554,1.0,1.0,1.0,0.0,,Urvashi Mann,Average,2026-01-21,SCH0575
INSP02457,1.0,0.0,1.0,1.0,0.0,Liam Munshi,Good condition,2025-08-02,SCH0475
INSP02230,1.0,1.0,1.0,1.0,0.0,Nachiket Gara,Good condition,2025-05-20,SCH0207
INSP02752,1.0,1.0,1.0,1.0,1.0,Urmi Shetty,No remarks,2025-11-21,SCH0255
INSP02313,1.0,1.0,1.0,1.0,1.0,Gunbir Pingle,Average,2025-08-17,SCH0542
INSP02563,1.0,1.0,1.0,0.0,0.0,,Average,2026-01-23,SCH0049
INSP00848,1.0,1.0,0.0,0.0,1.0,Vasatika Khanna,Good condition,2025-07-02,SCH0009
INSP01438,1.0,0.0,1.0,1.0,0.0,Diya Anand,Toilets locked,2026-01-01,SCH0081
INSP02541,,1.0,1.0,0.0,0.0,Vamakshi Sura,Good condition,2025-07-27,SCH0566
INSP00462,0.0,1.0,1.0,1.0,0.0,Tanmayi Vasa,Toilets locked,2025-01-04,SCH0277
INSP02357,1.0,1.0,,0.0,1.0,Robert Rattan,,2025-06-29,SCH0059
INSP01603,1.0,1.0,1.0,1.0,1.0,,Toilets locked,2025-04-10,SCH0473
INSP00158,1.0,1.0,1.0,1.0,1.0,Umang Pai,Toilets locked,2025-07-17,SCH0331
INSP02523,1.0,1.0,0.0,0.0,0.0,Anita Dhingra,Good condition,2025-07-30,SCH0256
INSP02087,1.0,1.0,1.0,1.0,0.0,Noah Narayanan,Good condition,2025-11-06,SCH0140
INSP01805,1.0,1.0,1.0,1.0,1.0,Gavin Chahal,Needs repair,2025-12-05,SCH0594
INSP00678,1.0,1.0,1.0,,0.0,Praneel Borde,Average,2026-02-17,SCH0230
INSP01874,0.0,1.0,0.0,0.0,0.0,Luke Pingle,Toilets locked,2025-10-17,SCH0304
INSP02373,0.0,1.0,1.0,0.0,1.0,,Toilets locked,2026-02-22,SCH0532
INSP00239,1.0,0.0,1.0,0.0,1.0,,,2026-04-03,SCH0449
INSP00980,1.0,1.0,1.0,1.0,0.0,Geetika Srinivasan,Needs repair,2025-07-20,SCH0600
INSP01221,1.0,1.0,0.0,0.0,,Chanchal Narula,Toilets locked,2025-05-27,SCH0542
INSP00244,1.0,1.0,1.0,1.0,1.0,Samaksh Barad,Toilets locked,2025-11-09,SCH0353
INSP00101,1.0,1.0,0.0,1.0,1.0,Jalsa Chaudry,Good condition,2025-09-16,SCH0478
INSP00316,1.0,1.0,1.0,1.0,0.0,,Average,2025-07-14,SCH0212
INSP01011,0.0,1.0,1.0,1.0,1.0,Umang Sahota,No remarks,2026-03-03,SCH0556
INSP02584,0.0,1.0,1.0,1.0,1.0,Jacob Jha,Toilets locked,2026-02-10,SCH0380
INSP02583,0.0,1.0,1.0,1.0,1.0,Nirja Rama,,2025-10-20,SCH0116
INSP01056,1.0,1.0,1.0,,0.0,Alka Gopal,No remarks,2025-09-03,SCH0467
INSP00262,1.0,1.0,1.0,1.0,1.0,Utkarsh Oak,No remarks,2025-06-25,SCH0232
INSP01834,1.0,1.0,1.0,0.0,1.0,,Good condition,2025-11-09,SCH0295
INSP00196,0.0,0.0,,1.0,0.0,Om Issac,,2025-11-02,SCH0465
INSP01980,1.0,,1.0,1.0,0.0,,Average,2025-07-06,SCH0115
INSP02950,0.0,1.0,1.0,1.0,1.0,Mahika Sankaran,Average,2026-02-26,SCH0314
INSP02384,0.0,0.0,1.0,0.0,0.0,Zehaan Dugar,Toilets locked,2025-10-28,SCH0346
INSP00180,0.0,1.0,1.0,0.0,1.0,Urishilla Shere,Good condition,2025-09-09,SCH0417
INSP00835,0.0,0.0,1.0,0.0,0.0,Krishna Sama,No remarks,2026-02-24,SCH0572
INSP00843,0.0,,1.0,1.0,0.0,Vaishnavi Salvi,No remarks,2026-02-10,SCH0229
INSP02441,1.0,,1.0,1.0,1.0,Nirja Khurana,No remarks,2026-02-07,SCH0485
INSP01581,1.0,1.0,1.0,0.0,0.0,Anirudh Purohit,Toilets locked,2025-01-08,SCH0205
INSP01038,1.0,,1.0,1.0,0.0,Vrishti Balakrishnan,Good condition,2026-01-23,SCH0465
INSP00341,1.0,1.0,0.0,1.0,0.0,Lohit Bala,Needs repair,2025-05-07,SCH0098
INSP01180,,0.0,,0.0,0.0,Rachana Chander,Needs repair,2025-10-02,SCH0451
INSP01988,1.0,0.0,0.0,1.0,0.0,Veda Rao,Average,2025-12-26,SCH0188
INSP00749,1.0,0.0,0.0,,0.0,Kala Kale,No remarks,2026-03-09,SCH0065
INSP01193,1.0,1.0,1.0,0.0,1.0,Faraj Sura,Average,2025-04-30,SCH0137
INSP00663,1.0,0.0,1.0,1.0,0.0,Manan Bhattacharyya,,2025-11-30,SCH0424
INSP00481,1.0,1.0,,0.0,1.0,Amaira Balakrishnan,No remarks,2025-05-29,SCH0019
INSP00804,1.0,1.0,1.0,0.0,0.0,Waida Handa,Good condition,2025-12-03,SCH0524
INSP01455,1.0,1.0,1.0,1.0,,Nihal Dasgupta,,2025-12-26,SCH0322
INSP01499,1.0,0.0,,0.0,1.0,Urvi Warrior,Good condition,2025-08-01,SCH0512
INSP02562,0.0,1.0,1.0,1.0,1.0,,Toilets locked,2026-03-25,SCH0118
INSP00550,1.0,1.0,,0.0,0.0,Unnati Chacko,Toilets locked,2025-10-17,SCH0554
INSP01741,1.0,,1.0,1.0,1.0,Yochana Dhillon,Needs repair,2025-09-06,SCH0125
INSP00784,0.0,1.0,0.0,0.0,0.0,Daksh Sachdev,No remarks,2025-06-06,SCH0334
INSP02848,1.0,0.0,0.0,0.0,1.0,Lajita Mohanty,Average,2025-04-18,SCH0146
INSP02314,0.0,1.0,1.0,1.0,1.0,Lila Sundaram,Average,2025-04-22,SCH0159
INSP00743,1.0,1.0,1.0,0.0,1.0,Tanay Borde,Needs repair,2025-04-24,SCH0420
INSP02578,1.0,1.0,1.0,1.0,1.0,Manan Kapur,Toilets locked,2025-11-21,SCH0514
INSP02611,1.0,1.0,0.0,,1.0,,Average,2025-05-19,SCH0097
INSP01764,1.0,1.0,1.0,,1.0,,Good condition,2026-01-31,SCH0019
INSP02273,1.0,,1.0,1.0,0.0,Wishi Sachdeva,No remarks,2025-05-25,SCH0483
INSP02085,,1.0,1.0,1.0,1.0,Ekta Gala,Good condition,2025-09-12,SCH0286
INSP01781,1.0,1.0,1.0,1.0,0.0,Divya Chaudhuri,Needs repair,2025-09-19,SCH0492
INSP02419,1.0,1.0,1.0,1.0,0.0,Kamala Sampath,No remarks,2026-01-08,SCH0221
INSP01128,1.0,1.0,1.0,0.0,1.0,Neel Singhal,Toilets locked,2026-03-18,SCH0022
INSP00248,1.0,1.0,1.0,1.0,0.0,Wyatt Parmar,Toilets locked,2026-03-24,SCH0286
INSP00872,1.0,1.0,1.0,1.0,1.0,Chavvi Upadhyay,Average,2025-12-06,SCH0577
INSP01026,,1.0,1.0,1.0,0.0,Veer Biswas,Toilets locked,2026-03-02,SCH0592
INSP02955,0.0,1.0,1.0,0.0,1.0,Faris Dave,No remarks,2025-12-21,SCH0306
INSP02860,1.0,1.0,1.0,1.0,1.0,Jeevika Rama,Toilets locked,2025-05-21,SCH0335
INSP00627,0.0,1.0,1.0,,0.0,,Average,2026-02-14,SCH0256
INSP00348,1.0,1.0,1.0,1.0,0.0,,,2026-01-18,SCH0025
INSP00279,1.0,1.0,1.0,,1.0,Hemal Lalla,Good condition,2025-04-26,SCH0174
INSP01989,1.0,1.0,,1.0,1.0,Damyanti Kashyap,Good condition,2025-08-29,SCH0436
INSP02404,1.0,1.0,1.0,1.0,0.0,Warjas Deol,No remarks,2026-03-06,SCH0011
INSP00656,1.0,1.0,0.0,0.0,0.0,Ati Sandhu,,2025-05-03,SCH0143
INSP01357,1.0,1.0,0.0,1.0,0.0,Lajita Saha,Toilets locked,2025-11-11,SCH0106
INSP01033,0.0,1.0,1.0,1.0,1.0,Kiaan Raval,No remarks,2025-08-16,SCH0150
INSP00908,1.0,1.0,1.0,0.0,1.0,Ojasvi Thaman,No remarks,2025-11-25,SCH0572
INSP02761,,1.0,1.0,1.0,0.0,Champak Upadhyay,Good condition,2025-04-08,SCH0334
INSP02721,1.0,1.0,1.0,1.0,0.0,Harita Saran,Good condition,2025-10-11,SCH0164
INSP01136,1.0,0.0,1.0,0.0,,Hitesh Dixit,No remarks,2025-07-14,SCH0461
INSP00912,1.0,0.0,1.0,1.0,0.0,Yashawini Lalla,Needs repair,2025-10-07,SCH0493
INSP01908,1.0,1.0,1.0,0.0,1.0,Ekaja Yohannan,Good condition,2025-07-29,SCH0101
INSP00633,0.0,,1.0,0.0,0.0,Leela Deshmukh,,2026-02-24,SCH0376
INSP01103,0.0,1.0,1.0,0.0,1.0,Varsha Shankar,,2025-08-09,SCH0389
INSP00446,0.0,1.0,1.0,0.0,0.0,Tanish Sunder,Toilets locked,2026-10-03,SCH0059
INSP00618,1.0,1.0,1.0,1.0,1.0,Adweta Divan,Needs repair,2026-03-18,SCH0185
INSP01363,1.0,1.0,1.0,,0.0,,Needs repair,2025-05-06,SCH0108
INSP01196,0.0,1.0,0.0,0.0,1.0,Gaurika Narasimhan,Average,2025-07-27,SCH0553
INSP01191,1.0,1.0,0.0,1.0,1.0,Vihaan Ramaswamy,Toilets locked,2025-09-20,SCH0272
INSP02292,1.0,1.0,1.0,1.0,,Niharika Gara,Good condition,2025-10-29,SCH0013
INSP01748,1.0,,1.0,1.0,1.0,Abhimanyu Bansal,Good condition,2025-08-30,SCH0488
INSP00845,0.0,1.0,1.0,1.0,1.0,,No remarks,2026-03-16,SCH0131
INSP02685,,0.0,0.0,0.0,1.0,Ekanta Nagar,Toilets locked,2025-10-10,SCH0512
INSP00548,1.0,,1.0,1.0,,Yauvani Nagar,Average,2026-03-07,SCH0455
INSP01979,1.0,1.0,1.0,0.0,0.0,,Needs repair,2026-02-28,SCH0041
INSP02179,1.0,1.0,0.0,1.0,0.0,Wriddhish Grewal,,2025-07-08,SCH0213
INSP01058,0.0,1.0,1.0,0.0,1.0,Gayathri Baria,No remarks,2026-03-06,SCH0262
INSP00264,1.0,1.0,1.0,1.0,1.0,Veer Gera,Toilets locked,2025-12-15,SCH0139
INSP02996,1.0,1.0,1.0,0.0,1.0,Naveen Swamy,No remarks,2025-04-05,SCH0492
INSP02477,1.0,,1.0,1.0,,,No remarks,2026-03-18,SCH0280
INSP02024,1.0,1.0,1.0,0.0,,Hamsini Majumdar,Needs repair,2025-06-15,SCH0583
INSP00354,1.0,1.0,1.0,0.0,1.0,Veer Chana,Average,2025-08-21,SCH0301
INSP00803,1.0,0.0,0.0,1.0,0.0,Qushi Zachariah,Average,2026-03-22,SCH0180
INSP00209,1.0,1.0,0.0,1.0,0.0,Naksh Andra,Good condition,2025-04-24,SCH0294
INSP00614,1.0,1.0,1.0,0.0,,Jasmit Rama,Good condition,2026-03-23,SCH0027
INSP01048,1.0,0.0,1.0,1.0,0.0,Ethan Sarkar,Toilets locked,2025-03-07,SCH0133
INSP02158,1.0,1.0,0.0,0.0,1.0,Faras Grewal,Average,2026-02-21,SCH0593
INSP01676,1.0,0.0,0.0,1.0,1.0,Yashawini Sem,,2025-11-12,SCH0381
INSP01272,1.0,1.0,1.0,0.0,0.0,Maanas Chaudhry,Good condition,2025-07-17,SCH0020
INSP01271,1.0,1.0,0.0,1.0,0.0,Onkar Behl,Toilets locked,2025-12-29,SCH0557
INSP01954,1.0,0.0,1.0,1.0,1.0,Osha Loyal,Toilets locked,2025-01-05,SCH0029
INSP02693,0.0,0.0,1.0,1.0,0.0,Warinder Vora,Average,2025-06-01,SCH0526
INSP00058,1.0,1.0,1.0,1.0,0.0,,Needs repair,2026-03-14,SCH0064
INSP02348,0.0,1.0,,1.0,0.0,Isaac Natarajan,Needs repair,2026-01-09,SCH0424
INSP00812,0.0,1.0,1.0,0.0,0.0,Varsha Pingle,Good condition,2026-03-07,SCH0548
INSP01552,1.0,0.0,1.0,0.0,1.0,Amaira Gandhi,No remarks,2025-07-25,SCH0089
INSP02737,1.0,1.0,1.0,1.0,1.0,Hardik Borde,Average,2025-04-03,SCH0348
INSP00562,1.0,1.0,1.0,1.0,1.0,Lakshmi Ganesh,No remarks,2025-03-05,SCH0072
INSP02310,1.0,1.0,1.0,0.0,1.0,Indali Bhatt,No remarks,2025-05-06,SCH0452
INSP00230,0.0,1.0,1.0,,1.0,Mason Hari,,2025-07-12,SCH0124
INSP02640,1.0,1.0,1.0,1.0,0.0,Gaurav Bobal,Toilets locked,2025-08-20,SCH0169
INSP02033,1.0,1.0,1.0,1.0,1.0,Ryan Trivedi,,2025-06-09,SCH0099
INSP02933,1.0,1.0,,0.0,1.0,Anusha Parekh,Good condition,2025-09-24,SCH0177
INSP00539,,1.0,1.0,1.0,1.0,Vamakshi Shroff,Needs repair,2025-06-15,SCH0302
INSP01736,1.0,0.0,0.0,1.0,,Janaki Upadhyay,Average,2026-02-17,SCH0259
INSP02576,1.0,1.0,1.0,0.0,1.0,Sarthak Warrior,Good condition,2026-03-17,SCH0249
INSP02229,1.0,1.0,1.0,0.0,1.0,Eiravati Baral,Needs repair,2026-03-14,SCH0307
INSP02870,1.0,1.0,1.0,1.0,0.0,Anmol Chawla,Average,2025-12-04,SCH0402
INSP00561,1.0,1.0,1.0,1.0,1.0,Mitali Setty,,2026-01-16,SCH0113
INSP00708,1.0,1.0,0.0,1.0,0.0,Aayush Krish,No remarks,2026-01-01,SCH0121
INSP01235,1.0,0.0,0.0,0.0,1.0,Ishanvi Gera,Needs repair,2025-06-12,SCH0486
INSP00425,1.0,,1.0,0.0,1.0,Aahana Ravi,Average,2025-05-06,SCH0068
INSP00648,0.0,0.0,1.0,1.0,1.0,Lajita Radhakrishnan,Average,2025-04-10,SCH0425
INSP01883,1.0,1.0,1.0,0.0,1.0,Shivansh Bir,Good condition,2025-10-08,SCH0185
INSP01324,1.0,1.0,0.0,1.0,1.0,,Good condition,2025-07-17,SCH0553
INSP02596,1.0,1.0,1.0,0.0,0.0,Anay Atwal,,2025-05-14,SCH0031
INSP01160,,1.0,0.0,1.0,0.0,Samuel Sankaran,Good condition,2025-12-30,SCH0388
