procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status
MDM006677,2026-02-17,SCH0116,Sharma Traders,Lentils,33.9,KG,2592.0,Paid
MDM009994,2025-07-23,SCH0116,Kumar Supplies,Wheat,33.9,KG,1155.0,Pending
MDM007035,2025-09-23,SCH0533,sharma & sons,Wheat,53.1,KG,1794.0,Cleared
MDM009323,2025-04-01,SCH0050,kumar & co.,Rice,33.9,KG,1892.0,Pending
MDM010380,2025-05-10,SCH0029,Sharma Traders,sarson tel,33.9,KG,2028.0,Due
MDM009675,2025-09-06,SCH0433,goyal mill,Rice,13.0,KG,520.0,Paid
MDM006364,2025-06-02,SCH0040,Singh Brothers,Wheat,33.9,KG,1638.0,Paid
MDM002517,2025-12-28,SCH0098,s. agro works,Lentils,33.9,KG,1794.0,Paid
MDM009484,2025-05-18,SCH0043,singh agro,Rice,33.9,KG,1794.0,Paid
MDM011710,2025-12-08,SCH0182,goyal mill,Lentils,33.9,KG,5301.0,Due
MDM001191,2025-04-13,SCH0402,Singh Brothers,cooking oil,33.9,KG,1794.0,Cleared
MDM010338,2025-04-13,SCH0374,s. agro works,Rice,12.7,KG,1794.0,Pending
MDM009322,2025-08-14,SCH0118,s. agro works,sarson tel,33.9,KG,1794.0,Due
MDM004375,2026-02-08,SCH0139,Sharma Traders,atta,33.9,KG,567.0,Paid
MDM010794,2026-02-22,SCH0077,Singh Brothers,cooking oil,33.9,KG,3000.0,Pending
MDM009266,2025-07-08,SCH0446,kumar & co.,sarson tel,50.9,KG,6108.0,Paid
MDM006670,2025-09-06,SCH0155,Kumar General Store,oil,33.9,KG,1794.0,Paid
MDM001507,2025-06-11,SCH0154,sharma & sons,Rice,33.9,KG,968.0,Paid
MDM003685,2026-01-07,SCH0161,Sharma Traders,oil,33.9,KG,6624.0,Due
MDM010704,2025-11-27,SCH0186,Singh Brothers,Lentils,33.9,KG,1794.0,Paid
MDM005578,2025-05-31,SCH0234,sharma & sons,sarson tel,33.9,KG,1794.0,Paid
MDM006022,2025-09-01,SCH0514,Sharma Traders,atta,33.9,KG,1617.0,Pending
MDM009030,2026-01-22,SCH0459,goyal mill,mustard oil,33.9,KG,4752.0,Cleared
MDM008865,2026-01-04,SCH0295,goyal enterprises,Wheat,33.9,KG,546.0,Due
MDM000795,2025-08-29,SCH0119,goyal mill,sarson tel,33.9,KG,1794.0,Paid
MDM000731,2025-04-06,SCH0290,goyal enterprises,Rice,27.4,KG,1096.0,Pending
MDM007574,2026-02-16,SCH0339,Kumar General Store,Rice,33.9,KG,2028.0,Paid
MDM006384,2025-11-08,SCH0424,goyal mill,Rice,33.9,KG,1794.0,Paid
MDM005260,2025-08-07,SCH0578,Kumar General Store,Lentils,33.9,KG,3879.0,Due
MDM006885,2025-10-07,SCH0153,sharma & sons,sarson tel,33.9,KG,6708.0,Pending
MDM010388,2025-05-22,SCH0445,Kumar Supplies,Lentils,33.9,KG,1794.0,Paid
MDM002627,2025-07-30,SCH0067,goyal mill,Lentils,33.9,KG,1794.0,Pending
MDM004177,2026-03-10,SCH0114,kumar & co.,Wheat,33.9,KG,1794.0,Paid
MDM010558,2026-01-07,SCH0573,goyal mill,Lentils,33.9,KG,4509.0,Cleared
MDM001746,2025-12-12,SCH0291,Singh Brothers,Rice,48.5,KG,1940.0,Paid
MDM007519,2025-06-05,SCH0134,Kumar Supplies,atta,33.9,KG,315.0,Paid
MDM007068,2025-07-25,SCH0332,s. agro works,mustard oil,33.9,KG,2904.0,Paid
MDM004780,2025-04-12,SCH0069,Kumar Supplies,Rice,33.9,KG,864.0,Pending
MDM004575,2026-01-29,SCH0228,Goyal Rice Mill,Rice,33.9,KG,1252.0,Pending
MDM002710,2025-10-07,SCH0141,goyal enterprises,Rice,33.9,KG,2320.0,Pending
MDM005573,2026-01-03,SCH0029,s. agro works,Rice,33.9,KG,736.0,Pending
MDM010591,2025-09-28,SCH0184,Kumar Supplies,Lentils,33.9,KG,1794.0,Paid
MDM002676,2025-10-02,SCH0037,s. agro works,Lentils,33.9,KG,2052.0,Pending
MDM001200,2025-05-28,SCH0568,Sharma Traders,Wheat,33.9,KG,1794.0,Pending
MDM009962,2025-04-03,SCH0463,Goyal Rice Mill,Wheat,33.9,KG,1794.0,Cleared
MDM006097,2025-09-25,SCH0163,goyal enterprises,Rice,33.9,KG,1556.0,Paid
MDM010886,2025-06-27,SCH0329,Goyal Rice Mill,Wheat,33.9,KG,612.0,Paid
MDM011483,2025-08-15,SCH0509,kumar & co.,Lentils,33.9,KG,5139.0,Paid
MDM001890,2025-10-20,SCH0374,goyal enterprises,cooking oil,33.9,KG,5424.0,Cleared
MDM005827,2025-12-16,SCH0459,goyal enterprises,Rice,33.9,KG,1144.0,Cleared
MDM011968,2025-10-30,SCH0054,sharma & sons,Pulses,33.9,KG,2205.0,Pending
MDM000033,2026-10-02,SCH0378,goyal mill,Lentils,33.9,KG,1794.0,Pending
MDM008350,2025-09-25,SCH0480,goyal enterprises,Lentils,33.9,KG,1794.0,Paid
MDM007535,2026-01-12,SCH0454,s. agro works,Rice,51.7,KG,2068.0,Cleared
MDM005471,2025-07-27,SCH0454,sharma & sons,Pulses,33.9,KG,1794.0,Pending
MDM003289,2025-07-04,SCH0514,sharma & sons,oil,33.9,KG,4584.0,Pending
MDM010580,2025-06-06,SCH0007,goyal mill,mustard oil,33.9,KG,5496.0,Paid
MDM006454,2025-11-15,SCH0596,Singh Brothers,Rice,33.9,KG,1794.0,Pending
MDM003036,2025-11-28,SCH0067,Kumar Supplies,Wheat,33.9,KG,1794.0,Paid
MDM009859,2025-04-09,SCH0531,Goyal Rice Mill,Lentils,33.9,KG,1269.0,Due
MDM007945,2026-01-06,SCH0223,singh agro,Wheat,33.9,KG,1305.0,Pending
MDM008002,2026-02-02,SCH0301,goyal enterprises,Lentils,33.9,KG,1794.0,Paid
MDM005385,2025-06-11,SCH0517,sharma & sons,atta,33.9,KG,726.0,Paid
MDM009921,2025-12-09,SCH0240,kumar & co.,Lentils,33.9,KG,3986.0,Cleared
MDM011456,2025-10-16,SCH0332,goyal enterprises,sarson tel,34.5,KG,1794.0,Paid
MDM010006,2025-08-15,SCH0348,Singh Brothers,Rice,33.9,KG,416.0,Paid
MDM009120,2025-11-23,SCH0342,Kumar General Store,Wheat,33.9,KG,318.0,Cleared
MDM006521,2025-10-13,SCH0068,Kumar General Store,Lentils,33.9,KG,4419.0,Pending
MDM009456,2025-06-06,SCH0119,singh agro,mustard oil,33.9,KG,5040.0,Due
MDM001487,2025-12-11,SCH0030,s. agro works,Pulses,33.9,KG,4716.0,Paid
MDM000606,2026-03-18,SCH0133,Kumar Supplies,sarson tel,33.9,KG,1794.0,Pending
MDM003942,2025-05-19,SCH0236,kumar & co.,Lentils,33.9,KG,1794.0,Paid
MDM010286,2025-05-22,SCH0440,Sharma Traders,Rice,33.9,KG,2032.0,Cleared
MDM001534,2025-12-19,SCH0204,goyal enterprises,Rice,33.9,KG,680.0,Pending
MDM002652,2025-06-30,SCH0012,Kumar General Store,oil,33.9,KG,6240.0,Cleared
MDM006434,2025-12-29,SCH0543,goyal mill,atta,33.9,KG,1722.0,Paid
MDM009680,2026-03-11,SCH0440,Singh Brothers,Wheat,39.2,KG,1794.0,Pending
MDM004254,2025-06-22,SCH0529,Singh Brothers,Lentils,33.9,KG,1395.0,Cleared
MDM004522,2025-12-13,SCH0560,singh agro,cooking oil,33.9,KG,1794.0,Paid
MDM003689,2025-05-20,SCH0083,s. agro works,Rice,33.9,KG,1794.0,Pending
MDM001331,2025-04-27,SCH0416,Singh Brothers,Rice,39.8,KG,1592.0,Paid
MDM003856,2025-08-29,SCH0122,kumar & co.,Rice,33.9,KG,1456.0,Cleared
MDM000958,2025-10-23,SCH0191,singh agro,Rice,36.7,KG,1794.0,Paid
MDM009387,2025-06-20,SCH0566,kumar & co.,Pulses,33.9,KG,4788.0,Pending
MDM010330,2025-05-12,SCH0221,kumar & co.,oil,33.9,KG,1620.0,Paid
MDM011165,2026-01-12,SCH0301,Sharma Traders,Lentils,33.9,KG,1794.0,Paid
MDM010990,2025-04-28,SCH0080,kumar & co.,Wheat,33.9,KG,393.0,Paid
MDM001661,2025-08-10,SCH0052,Kumar General Store,atta,33.9,KG,1794.0,Due
MDM001027,2025-06-20,SCH0084,goyal mill,Wheat,33.9,KG,615.0,Due
MDM004706,2025-06-30,SCH0298,sharma & sons,Wheat,30.6,KG,918.0,Pending
MDM008874,2025-07-23,SCH0386,Sharma Traders,Lentils,33.9,KG,1794.0,Paid
MDM001248,2026-02-06,SCH0219,s. agro works,sarson tel,15.7,KG,1884.0,Due
MDM010988,2025-10-11,SCH0156,Sharma Traders,mustard oil,20.9,KG,2508.0,Cleared
MDM009270,2025-11-06,SCH0493,Goyal Rice Mill,Wheat,33.9,KG,1794.0,Paid
MDM000656,2025-06-29,SCH0233,kumar & co.,Lentils,33.9,KG,3087.0,Cleared
MDM000624,2025-04-26,SCH0067,sharma & sons,Wheat,56.7,KG,1794.0,Paid
MDM007875,2025-08-22,SCH0477,kumar & co.,atta,33.9,KG,1794.0,Due
MDM003486,2025-07-17,SCH0235,Singh Brothers,Wheat,33.9,KG,1794.0,Due
MDM004041,2025-07-10,SCH0161,kumar & co.,oil,59.2,KG,1794.0,Paid
MDM002200,2025-04-21,SCH0413,sharma & sons,Lentils,33.9,KG,1794.0,Due
MDM003049,2026-01-17,SCH0219,Goyal Rice Mill,Lentils,33.9,KG,1794.0,Paid
MDM009312,2025-10-19,SCH0472,goyal enterprises,sarson tel,33.9,KG,3996.0,Paid
MDM009318,2026-03-20,SCH0413,Singh Brothers,Wheat,33.9,KG,447.0,Paid
MDM010738,2025-05-08,SCH0368,Kumar Supplies,Lentils,33.9,KG,1794.0,Cleared
MDM009666,2025-05-26,SCH0454,kumar & co.,Pulses,33.9,KG,3060.0,Pending
MDM008065,2025-04-05,SCH0498,Singh Brothers,Rice,33.9,KG,1794.0,Due
MDM011369,2025-12-06,SCH0432,Sharma Traders,Rice,33.9,KG,1794.0,Pending
MDM010055,2025-07-15,SCH0428,Kumar Supplies,cooking oil,33.9,KG,5496.0,Cleared
MDM005010,2025-05-22,SCH0215,Kumar General Store,Rice,33.9,KG,1348.0,Pending
MDM002626,2025-08-27,SCH0415,Kumar General Store,Rice,33.9,KG,1900.0,Pending
MDM011059,2025-07-04,SCH0387,Singh Brothers,oil,33.9,KG,4320.0,Paid
MDM005951,2026-01-31,SCH0077,Goyal Rice Mill,Lentils,33.9,KG,3276.0,Paid
MDM011591,2026-02-23,SCH0588,s. agro works,cooking oil,21.0,KG,2520.0,Pending
MDM001747,2025-10-17,SCH0056,Singh Brothers,Wheat,33.9,KG,1029.0,Paid
MDM005683,2025-05-03,SCH0013,kumar & co.,Lentils,33.9,KG,1794.0,Pending
MDM006115,2025-05-01,SCH0352,Singh Brothers,oil,33.9,KG,5448.0,Paid
MDM008936,2026-01-13,SCH0087,sharma & sons,oil,33.9,KG,1794.0,Cleared
MDM002458,2025-08-13,SCH0396,Kumar Supplies,cooking oil,33.9,KG,1794.0,Paid
MDM007566,2025-10-04,SCH0565,singh agro,Rice,33.9,KG,1608.0,Paid
MDM009013,2025-11-29,SCH0358,s. agro works,Wheat,33.9,KG,1794.0,Cleared
MDM000077,2025-05-20,SCH0496,sharma & sons,Wheat,33.9,KG,426.0,Pending
MDM008028,2026-03-27,SCH0413,Singh Brothers,Wheat,33.9,KG,987.0,Paid
MDM007855,2025-07-30,SCH0513,kumar & co.,Wheat,33.9,KG,1356.0,Paid
MDM002699,2025-10-19,SCH0445,singh agro,Rice,33.9,KG,976.0,Pending
MDM008889,2025-06-21,SCH0412,s. agro works,sarson tel,33.9,KG,4872.0,Paid
MDM009702,2025-09-09,SCH0279,Sharma Traders,sarson tel,33.9,KG,4296.0,Pending
MDM005334,2025-04-13,SCH0111,Goyal Rice Mill,sarson tel,35.6,KG,4272.0,Cleared
MDM002261,2026-01-08,SCH0231,goyal enterprises,Lentils,33.9,KG,4023.0,Pending
MDM001776,2025-11-15,SCH0442,Sharma Traders,Wheat,33.9,KG,882.0,Pending
MDM010857,2026-02-06,SCH0519,kumar & co.,Lentils,33.9,KG,1794.0,Due
MDM000094,2025-04-13,SCH0142,Goyal Rice Mill,sarson tel,33.9,KG,1794.0,Pending
MDM008417,2025-04-25,SCH0449,singh agro,Wheat,33.9,KG,1557.0,Due
MDM005054,2026-03-28,SCH0175,s. agro works,cooking oil,33.9,KG,6552.0,Pending
MDM009193,2025-11-12,SCH0521,goyal mill,Lentils,45.4,KG,1794.0,Pending
MDM007482,2025-05-03,SCH0376,goyal enterprises,Lentils,33.9,KG,3051.0,Paid
MDM000715,2025-07-16,SCH0318,kumar & co.,oil,33.9,KG,1794.0,Paid
MDM001077,2025-04-30,SCH0332,Sharma Traders,cooking oil,33.9,KG,1356.0,Pending
MDM006731,2025-04-13,SCH0181,Kumar General Store,Wheat,33.9,KG,1794.0,Due
MDM006479,2026-01-16,SCH0492,kumar & co.,Wheat,33.9,KG,1794.0,Paid
MDM011959,2025-09-25,SCH0008,Sharma Traders,cooking oil,33.9,KG,4356.0,Due
MDM002016,2025-06-08,SCH0418,singh agro,oil,33.9,KG,7152.0,Cleared
MDM001886,2026-02-01,SCH0211,singh agro,Pulses,33.9,KG,2637.0,Due
MDM006148,2025-07-26,SCH0314,s. agro works,Rice,33.9,KG,1836.0,Paid
MDM007901,2026-02-06,SCH0442,Goyal Rice Mill,Wheat,33.9,KG,753.0,Due
MDM006828,2025-08-12,SCH0399,Singh Brothers,Lentils,33.9,KG,2538.0,Cleared
MDM006163,2025-09-09,SCH0494,sharma & sons,Wheat,58.0,KG,1740.0,Paid
MDM003387,2025-09-21,SCH0508,singh agro,Rice,33.9,KG,1268.0,Due
MDM001489,2025-04-08,SCH0451,singh agro,Wheat,33.9,KG,1326.0,Paid
MDM009417,2025-05-17,SCH0407,Sharma Traders,Rice,33.9,KG,1794.0,Paid
MDM011433,2026-03-29,SCH0415,Sharma Traders,Rice,33.9,KG,1024.0,Due
MDM008249,2025-06-30,SCH0065,Sharma Traders,Lentils,33.9,KG,3717.0,Due
MDM005539,2025-05-14,SCH0549,Sharma Traders,Lentils,33.9,KG,1800.0,Paid
MDM003681,2025-04-07,SCH0206,Singh Brothers,oil,49.9,KG,5988.0,Pending
MDM002760,2025-04-11,SCH0469,Kumar Supplies,mustard oil,33.9,KG,1794.0,Pending
MDM011397,2025-04-23,SCH0125,Goyal Rice Mill,Lentils,33.9,KG,2952.0,Paid
MDM003306,2025-06-21,SCH0151,Goyal Rice Mill,Lentils,33.9,KG,1143.0,Paid
MDM001438,2025-07-08,SCH0081,singh agro,Rice,35.5,KG,1794.0,Pending
MDM001234,2026-03-02,SCH0197,s. agro works,Wheat,33.9,KG,462.0,Pending
MDM000186,2025-05-16,SCH0222,Singh Brothers,Wheat,33.9,KG,858.0,Pending
MDM009945,2025-11-29,SCH0189,Sharma Traders,atta,33.9,KG,1221.0,Paid
MDM002466,2026-03-04,SCH0158,Sharma Traders,Rice,33.9,KG,2088.0,Pending
MDM004318,2025-11-22,SCH0547,s. agro works,Pulses,33.9,KG,3375.0,Cleared
MDM006423,2025-06-22,SCH0362,Kumar Supplies,cooking oil,33.9,KG,1794.0,Cleared
MDM003670,2026-03-18,SCH0411,goyal enterprises,Rice,33.9,KG,736.0,Paid
MDM001298,2025-07-15,SCH0436,singh agro,Rice,33.9,KG,692.0,Paid
MDM006936,2025-06-22,SCH0109,goyal mill,sarson tel,33.9,KG,1794.0,Pending
MDM009937,2025-10-14,SCH0086,singh agro,Lentils,33.9,KG,1794.0,Pending
MDM004642,2025-10-10,SCH0200,Kumar Supplies,Rice,33.9,KG,432.0,Due
MDM000450,2025-04-30,SCH0144,goyal mill,Pulses,33.9,KG,4635.0,Paid
MDM003155,2026-02-11,SCH0058,Kumar General Store,Wheat,33.9,KG,1437.0,Cleared
MDM003648,2025-08-15,SCH0195,kumar & co.,Lentils,33.9,KG,3528.0,Paid
MDM011843,2026-01-13,SCH0050,Goyal Rice Mill,Lentils,33.9,KG,945.0,Cleared
MDM003774,2025-07-17,SCH0249,sharma & sons,Lentils,33.9,KG,4212.0,Due
MDM007389,2025-08-05,SCH0370,singh agro,Wheat,33.9,KG,1794.0,Paid
MDM000382,2025-12-31,SCH0074,singh agro,Rice,33.9,KG,1794.0,Paid
MDM010764,2026-01-24,SCH0302,goyal enterprises,mustard oil,33.9,KG,1794.0,Paid
MDM001156,2025-05-06,SCH0335,Sharma Traders,Lentils,33.9,KG,3339.0,Pending
MDM009376,2025-07-18,SCH0401,Singh Brothers,Rice,33.9,KG,1784.0,Paid
MDM005419,2025-07-11,SCH0077,singh agro,oil,33.9,KG,1794.0,Paid
MDM004354,2025-11-19,SCH0463,Kumar Supplies,atta,33.9,KG,1584.0,Pending
MDM001729,2026-01-21,SCH0406,kumar & co.,Rice,33.9,KG,928.0,Paid
MDM004739,2025-05-20,SCH0204,Goyal Rice Mill,cooking oil,33.9,KG,1794.0,Pending
MDM008688,2025-06-02,SCH0341,Goyal Rice Mill,Pulses,33.9,KG,1794.0,Cleared
MDM002426,2025-07-27,SCH0507,Singh Brothers,sarson tel,33.9,KG,7092.0,Paid
MDM002728,2025-10-02,SCH0276,Goyal Rice Mill,Wheat,33.9,KG,1659.0,Paid
MDM001254,2026-02-25,SCH0103,goyal enterprises,Pulses,33.9,KG,4158.0,Pending
MDM004618,2025-06-11,SCH0336,Sharma Traders,atta,33.9,KG,1560.0,Paid
MDM011041,2026-02-17,SCH0072,Sharma Traders,Wheat,33.9,KG,888.0,Cleared
MDM002504,2025-08-16,SCH0025,Singh Brothers,cooking oil,33.9,KG,1794.0,Paid
MDM005236,2025-10-23,SCH0470,Goyal Rice Mill,Wheat,33.9,KG,1449.0,Due
MDM008523,2025-08-31,SCH0132,sharma & sons,Wheat,33.9,KG,1794.0,Paid
MDM007137,2025-04-03,SCH0422,s. agro works,Lentils,33.9,KG,2457.0,Due
MDM005772,2025-08-30,SCH0573,Goyal Rice Mill,Lentils,33.9,KG,4617.0,Pending
MDM004851,2025-06-07,SCH0449,sharma & sons,Wheat,33.9,KG,1425.0,Paid
MDM006614,2025-09-15,SCH0425,Sharma Traders,mustard oil,33.9,KG,2544.0,Due
MDM004769,2025-06-06,SCH0126,kumar & co.,Lentils,33.9,KG,3681.0,Cleared
MDM001613,2025-06-05,SCH0340,Singh Brothers,oil,33.9,KG,3792.0,Pending
MDM003711,2025-11-18,SCH0071,Goyal Rice Mill,Pulses,33.9,KG,1794.0,Paid
MDM002192,2025-05-27,SCH0441,Sharma Traders,Rice,33.9,KG,832.0,Paid
MDM001730,2025-11-30,SCH0466,Goyal Rice Mill,Pulses,33.9,KG,5220.0,Pending
MDM011745,2025-10-19,SCH0279,Kumar Supplies,Pulses,33.9,KG,1440.0,Cleared
MDM006087,2025-09-12,SCH0163,s. agro works,Wheat,33.9,KG,1407.0,Paid
MDM009145,2025-08-12,SCH0450,Kumar General Store,Wheat,29.9,KG,897.0,Paid
MDM011469,2025-09-18,SCH0555,singh agro,oil,33.9,KG,1794.0,Paid
MDM006757,2025-10-18,SCH0042,goyal enterprises,oil,33.9,KG,1794.0,Paid
MDM008543,2025-09-28,SCH0496,Kumar Supplies,Pulses,55.3,KG,4977.0,Due
MDM007203,2025-10-26,SCH0399,s. agro works,Rice,29.7,KG,1188.0,Paid
MDM000531,2025-05-06,SCH0558,goyal mill,Wheat,33.9,KG,1317.0,Pending
MDM004302,2025-04-01,SCH0202,Singh Brothers,Wheat,33.9,KG,1794.0,Paid
MDM003101,2026-01-21,SCH0381,s. agro works,Rice,33.9,KG,1772.0,Pending
MDM005534,2025-11-30,SCH0410,Goyal Rice Mill,oil,33.9,KG,2712.0,Paid
MDM003474,2026-01-16,SCH0554,Singh Brothers,atta,33.9,KG,1794.0,Due
MDM005715,2025-08-27,SCH0126,Kumar General Store,cooking oil,33.9,KG,1794.0,Pending
MDM003464,2025-06-10,SCH0408,kumar & co.,Wheat,33.9,KG,1794.0,Paid
MDM008614,2026-03-09,SCH0098,s. agro works,sarson tel,33.9,KG,4704.0,Pending
MDM007585,2025-11-08,SCH0221,s. agro works,Rice,12.3,KG,492.0,Paid
MDM005704,2025-01-04,SCH0367,singh agro,Pulses,33.9,KG,1557.0,Paid
MDM007629,2025-11-07,SCH0338,kumar & co.,mustard oil,33.9,KG,4500.0,Due
MDM011217,2025-06-11,SCH0027,goyal enterprises,Lentils,33.9,KG,1794.0,Paid
MDM007920,2025-08-04,SCH0213,goyal enterprises,mustard oil,33.9,KG,1794.0,Paid
MDM011218,2026-02-06,SCH0149,Sharma Traders,Wheat,33.9,KG,1794.0,Paid
MDM000145,2025-10-01,SCH0171,Kumar General Store,Lentils,15.9,KG,1794.0,Pending
MDM003471,2025-08-31,SCH0371,goyal mill,cooking oil,33.9,KG,1794.0,Cleared
MDM008006,2025-08-23,SCH0485,Kumar General Store,mustard oil,18.2,KG,1794.0,Paid
MDM007048,2025-06-23,SCH0447,goyal enterprises,oil,33.9,KG,6240.0,Pending
MDM008470,2025-08-03,SCH0508,sharma & sons,Lentils,33.9,KG,1794.0,Pending
MDM002756,2026-01-30,SCH0378,kumar & co.,Wheat,33.9,KG,348.0,Pending
MDM002493,2025-04-12,SCH0447,goyal mill,Wheat,58.9,KG,1767.0,Cleared
MDM005240,2026-01-11,SCH0325,s. agro works,Rice,33.9,KG,1728.0,Paid
MDM006002,2025-07-12,SCH0089,Kumar General Store,Wheat,33.9,KG,1794.0,Paid
MDM005968,2026-03-14,SCH0454,Goyal Rice Mill,Lentils,36.6,KG,1794.0,Paid
MDM011977,2025-08-11,SCH0500,Sharma Traders,Wheat,33.9,KG,1794.0,Cleared
MDM010520,2025-04-18,SCH0087,sharma & sons,Rice,33.9,KG,1794.0,Pending
MDM009502,2025-11-07,SCH0084,Kumar Supplies,Rice,33.9,KG,1536.0,Pending
MDM004027,2025-06-11,SCH0527,singh agro,atta,33.9,KG,1581.0,Paid
MDM002890,2026-03-18,SCH0450,singh agro,Pulses,33.9,KG,1794.0,Cleared
MDM009297,2025-08-12,SCH0598,singh agro,Wheat,33.9,KG,1224.0,Paid
MDM010445,2025-10-09,SCH0202,Goyal Rice Mill,Lentils,33.9,KG,1794.0,Due
MDM000789,2025-10-27,SCH0002,Kumar General Store,Lentils,33.9,KG,4689.0,Paid
MDM006679,2025-09-16,SCH0238,s. agro works,Rice,33.9,KG,1794.0,Paid
MDM004681,2025-05-14,SCH0208,kumar & co.,Lentils,33.9,KG,2790.0,Paid
MDM002677,2025-02-10,SCH0110,goyal mill,Rice,33.9,KG,1794.0,Pending
MDM004140,2026-08-02,SCH0179,Sharma Traders,Wheat,51.5,KG,1545.0,Paid
MDM004839,2025-09-11,SCH0028,s. agro works,mustard oil,33.9,KG,1794.0,Pending
MDM002031,2026-01-03,SCH0275,kumar & co.,atta,33.9,KG,1110.0,Paid
MDM005293,2025-10-12,SCH0388,sharma & sons,Lentils,33.9,KG,1935.0,Paid
MDM010139,2025-06-18,SCH0034,Goyal Rice Mill,Lentils,33.9,KG,1503.0,Due
MDM009968,2025-04-09,SCH0001,Singh Brothers,Rice,33.9,KG,1788.0,Paid
MDM009149,2025-10-12,SCH0532,Sharma Traders,Wheat,16.0,KG,480.0,Paid
MDM007727,2026-02-25,SCH0483,Goyal Rice Mill,Wheat,33.9,KG,1794.0,Cleared
MDM004811,2025-06-19,SCH0447,Kumar Supplies,Rice,33.9,KG,1784.0,Paid
MDM000432,2026-02-17,SCH0531,kumar & co.,Wheat,33.9,KG,1665.0,Paid
MDM007860,2025-08-30,SCH0404,Singh Brothers,mustard oil,49.9,KG,5988.0,Pending
MDM001781,2025-04-26,SCH0302,kumar & co.,oil,33.9,KG,1794.0,Cleared
MDM006147,2026-02-22,SCH0195,Goyal Rice Mill,mustard oil,33.9,KG,5928.0,Paid
MDM008900,2025-07-12,SCH0294,Sharma Traders,Rice,33.9,KG,1794.0,Pending
MDM004984,2025-10-23,SCH0205,Goyal Rice Mill,oil,11.2,KG,1344.0,Pending
MDM005836,2026-01-20,SCH0180,Kumar General Store,sarson tel,33.9,KG,4608.0,Paid
MDM000350,2025-10-17,SCH0298,Sharma Traders,Wheat,33.9,KG,465.0,Cleared
MDM010636,2025-12-15,SCH0230,Kumar Supplies,Rice,14.6,KG,1794.0,Due
MDM002910,2025-11-23,SCH0027,sharma & sons,Lentils,33.9,KG,3276.0,Pending
MDM009837,2025-11-23,SCH0251,Kumar General Store,Lentils,48.5,KG,4365.0,Due
MDM000043,2025-08-11,SCH0258,Sharma Traders,Lentils,33.9,KG,4554.0,Due
MDM010599,2026-04-02,SCH0030,singh agro,sarson tel,33.9,KG,4800.0,Paid
MDM000982,2025-11-25,SCH0467,Goyal Rice Mill,Lentils,33.9,KG,2970.0,Paid
MDM002313,2025-08-24,SCH0585,Singh Brothers,Wheat,33.9,KG,1794.0,Due
MDM007150,2025-06-21,SCH0483,Singh Brothers,cooking oil,33.9,KG,1794.0,Paid
MDM006463,2025-11-02,SCH0104,Singh Brothers,Lentils,33.9,KG,2439.0,Due
MDM005729,2026-02-10,SCH0078,kumar & co.,sarson tel,52.2,KG,6264.0,Paid
MDM008893,2025-11-16,SCH0323,goyal mill,Lentils,26.3,KG,2367.0,Cleared
MDM011758,2026-03-01,SCH0339,Sharma Traders,Lentils,33.9,KG,1794.0,Pending
MDM011867,2025-09-25,SCH0582,kumar & co.,oil,33.9,KG,4980.0,Cleared
MDM005438,2025-07-16,SCH0334,Kumar Supplies,Lentils,33.9,KG,4662.0,Paid
MDM003888,2025-08-14,SCH0444,Sharma Traders,Wheat,33.9,KG,450.0,Cleared
MDM004914,2026-01-27,SCH0335,Singh Brothers,atta,45.9,KG,1377.0,Pending
MDM004901,2026-01-06,SCH0423,Kumar Supplies,Rice,33.9,KG,2224.0,Pending
MDM000917,2025-08-02,SCH0083,Kumar Supplies,oil,33.9,KG,5556.0,Cleared
MDM010921,2025-08-28,SCH0439,sharma & sons,Lentils,33.9,KG,4239.0,Pending
MDM006832,2025-11-03,SCH0130,sharma & sons,mustard oil,32.0,KG,3840.0,Paid
MDM007343,2025-12-10,SCH0283,kumar & co.,Lentils,33.9,KG,3816.0,Pending
MDM008496,2025-06-05,SCH0271,Sharma Traders,Rice,18.1,KG,724.0,Paid
MDM001617,2025-11-19,SCH0186,goyal mill,cooking oil,33.9,KG,1794.0,Due
MDM002847,2026-02-28,SCH0440,singh agro,Wheat,33.9,KG,1422.0,Paid
MDM007776,2026-02-09,SCH0135,s. agro works,Rice,33.9,KG,728.0,Cleared
MDM003046,2025-06-01,SCH0361,goyal enterprises,Wheat,33.9,KG,1794.0,Pending
MDM008043,2025-09-09,SCH0128,Singh Brothers,mustard oil,33.9,KG,2844.0,Due
MDM009050,2025-07-25,SCH0180,Sharma Traders,sarson tel,33.9,KG,1794.0,Cleared
MDM001834,2026-03-26,SCH0438,Kumar General Store,mustard oil,33.9,KG,3012.0,Paid
MDM006177,2025-12-03,SCH0444,s. agro works,Pulses,33.9,KG,1197.0,Due
MDM010346,2025-07-31,SCH0045,kumar & co.,Rice,21.9,KG,1794.0,Due
MDM003777,2025-11-12,SCH0314,Goyal Rice Mill,sarson tel,45.1,KG,5412.0,Pending
MDM008930,2025-04-01,SCH0101,goyal mill,mustard oil,45.0,KG,5400.0,Due
MDM007799,2026-02-18,SCH0516,goyal enterprises,Lentils,33.9,KG,2763.0,Pending
MDM010526,2026-03-27,SCH0192,kumar & co.,Pulses,33.9,KG,1899.0,Pending
MDM000783,2025-12-31,SCH0552,kumar & co.,Pulses,33.9,KG,2403.0,Paid
