record_id,grade,total_students,present_students,marked_by,attendance_count_anomaly,attendance_rate,date,day_of_week,is_sunday,proxy_attendance_flag,school_id,teacher_present
ATT0013442,3,275,295,Clerk,True,107.27272727272728,2026-03-22,Sunday,True,False,SCH0206,1.0
ATT0008395,3,103,65,,False,63.10679611650486,2025-08-21,Thursday,False,False,SCH0315,1.0
,2,202,202,Admin,False,100.0,2025-09-14,Sunday,True,True,SCH0039,1.0
ATT0010374,8,250,151,Admin,False,60.4,2025-04-09,Wednesday,False,False,SCH0220,0.0
ATT0013043,2,55,51,,False,92.72727272727272,2025-06-18,Wednesday,False,False,SCH0387,1.0
ATT0008214,6,73,57,Headmaster,False,78.08219178082192,2025-07-30,Wednesday,False,False,SCH0129,1.0
ATT0004401,2,50,50,,False,100.0,2025-06-04,Wednesday,False,False,SCH0024,1.0
ATT0015304,8,98,72,Clerk,False,73.46938775510205,2025-11-02,Sunday,True,False,SCH0213,1.0
ATT0002067,4,262,175,Headmaster,False,66.79389312977099,2026-03-20,Friday,False,False,SCH0358,1.0
ATT0003690,5,271,168,Admin,False,61.99261992619927,2025-12-05,Friday,False,False,SCH0547,1.0
ATT0007047,5,70,58,Clerk,False,82.85714285714286,2026-01-27,Tuesday,False,False,SCH0239,1.0
ATT0008408,8,132,128,Headmaster,False,96.96969696969697,2025-11-28,Friday,False,False,SCH0594,1.0
ATT0011294,7,251,251,Clerk,False,100.0,2025-08-24,Sunday,True,True,SCH0579,1.0
ATT0004446,8,94,59,Admin,False,62.76595744680851,2026-01-21,Wednesday,False,False,SCH0339,1.0
ATT0011416,2,82,50,Headmaster,False,60.97560975609756,2026-03-27,Friday,False,False,SCH0429,1.0
ATT0004169,5,188,188,Clerk,False,100.0,2025-11-09,Sunday,True,True,SCH0593,1.0
ATT0017594,6,133,82,Clerk,False,61.65413533834586,2025-10-17,Friday,False,False,SCH0403,1.0
ATT0007600,7,224,182,Clerk,False,81.25,2026-02-13,Friday,False,False,SCH0583,1.0
ATT0019154,4,169,107,Clerk,False,63.31360946745562,2025-11-28,Friday,False,False,SCH0144,1.0
ATT0012528,7,192,118,Headmaster,False,61.458333333333336,2025-12-07,Sunday,True,False,SCH0370,1.0
ATT0012702,10,273,256,Headmaster,False,93.77289377289377,2025-12-24,Wednesday,False,False,SCH0307,1.0
ATT0005001,2,79,51,,False,64.55696202531645,2025-05-05,Monday,False,False,SCH0066,1.0
ATT0004166,2,188,117,Clerk,False,62.23404255319149,2025-10-27,Monday,False,False,SCH0045,0.0
ATT0004967,1,94,88,Headmaster,False,93.61702127659575,2025-06-05,Thursday,False,False,SCH0323,0.0
ATT0014220,5,137,114,,False,83.21167883211679,2025-08-18,Monday,False,False,SCH0595,1.0
ATT0011686,4,162,162,Admin,False,100.0,2025-06-07,Saturday,False,False,SCH0465,1.0
ATT0015993,2,113,107,,False,94.69026548672566,2025-07-30,Wednesday,False,False,SCH0380,
ATT0001958,4,127,89,Class Teacher,False,70.07874015748031,2026-02-10,Tuesday,False,False,SCH0221,1.0
ATT0000488,10,79,79,Class Teacher,False,100.0,2025-08-17,Sunday,True,True,SCH0111,1.0
ATT0015975,4,57,73,Admin,True,128.0701754385965,2025-10-05,Sunday,True,False,SCH0252,1.0
ATT0013553,5,200,152,Headmaster,False,76.0,2025-12-22,Monday,False,False,SCH0332,0.0
ATT0005733,1,212,198,Headmaster,False,93.39622641509435,2025-05-26,Monday,False,False,SCH0274,1.0
ATT0011542,2,158,158,Class Teacher,False,100.0,2025-10-26,Sunday,True,True,SCH0084,1.0
ATT0008884,8,69,69,,False,100.0,2025-12-02,Tuesday,False,False,SCH0364,1.0
ATT0012442,6,288,274,Admin,False,95.13888888888889,2025-11-04,Tuesday,False,False,SCH0384,1.0
ATT0016219,1,257,188,Class Teacher,False,73.15175097276264,2025-11-25,Tuesday,False,False,SCH0555,1.0
ATT0010207,4,120,120,Headmaster,False,100.0,2025-06-09,Monday,False,False,SCH0579,1.0
ATT0003185,1,72,61,Headmaster,False,84.72222222222221,2025-11-18,Tuesday,False,False,SCH0536,1.0
ATT0012889,3,71,53,Class Teacher,False,74.64788732394366,2026-02-16,Monday,False,False,SCH0027,0.0
ATT0006203,6,44,31,Clerk,False,70.45454545454545,2025-08-19,Tuesday,False,False,SCH0335,0.0
ATT0014308,3,233,142,Headmaster,False,60.94420600858369,2025-11-02,Sunday,True,False,SCH0594,1.0
ATT0013413,4,180,153,Admin,False,85.0,2025-06-17,Tuesday,False,False,SCH0287,
ATT0017199,3,51,43,Headmaster,False,84.31372549019608,2025-06-03,Tuesday,False,False,SCH0152,0.0
ATT0002784,7,55,52,Admin,False,94.54545454545455,2026-02-17,Tuesday,False,False,SCH0356,1.0
ATT0013572,8,90,99,Clerk,True,110.00000000000001,2026-03-06,Friday,False,False,SCH0093,1.0
ATT0015132,8,115,95,Headmaster,False,82.6086956521739,2025-11-12,Wednesday,False,False,SCH0354,1.0
ATT0004337,3,107,64,Admin,False,59.813084112149525,2025-11-17,Monday,False,False,SCH0262,1.0
ATT0019911,3,225,190,Headmaster,False,84.44444444444444,2026-03-20,Friday,False,False,SCH0593,1.0
ATT0007581,2,79,79,Headmaster,False,100.0,2025-11-23,Sunday,True,True,SCH0341,1.0
ATT0018187,5,192,152,Clerk,False,79.16666666666666,2025-06-07,Saturday,False,False,SCH0076,0.0
ATT0014531,5,140,100,Class Teacher,False,71.42857142857143,2026-01-04,Sunday,True,False,SCH0436,0.0
ATT0007956,10,81,49,Headmaster,False,60.49382716049383,2025-10-16,Thursday,False,False,SCH0576,
ATT0001021,1,63,49,Headmaster,False,77.77777777777779,2025-10-12,Sunday,True,False,SCH0105,1.0
ATT0009327,6,252,229,Headmaster,False,90.87301587301587,2025-10-26,Sunday,True,False,SCH0486,1.0
ATT0013505,3,237,207,Headmaster,False,87.34177215189874,2026-01-08,Thursday,False,False,SCH0035,1.0
ATT0008374,3,273,273,Headmaster,False,100.0,2025-11-23,Sunday,True,True,SCH0305,1.0
ATT0007921,2,183,142,,False,77.59562841530054,2025-11-21,Friday,False,False,SCH0394,
ATT0015734,4,135,93,Class Teacher,False,68.88888888888889,2025-12-08,Monday,False,False,SCH0487,1.0
ATT0003074,5,66,46,Headmaster,False,69.6969696969697,2026-02-05,Thursday,False,False,SCH0202,1.0
ATT0009247,3,274,250,Headmaster,False,91.24087591240875,2025-01-07,Tuesday,False,False,SCH0077,1.0
ATT0013708,5,145,110,Headmaster,False,75.86206896551724,2025-04-04,Friday,False,False,SCH0292,1.0
ATT0008171,2,299,246,,False,82.2742474916388,2025-07-27,Sunday,True,False,SCH0259,1.0
ATT0011720,4,81,72,,False,88.88888888888889,2025-09-25,Thursday,False,False,SCH0455,1.0
ATT0017241,2,192,152,Admin,False,79.16666666666666,2025-07-14,Monday,False,False,SCH0160,1.0
ATT0009073,2,123,114,Headmaster,False,92.6829268292683,2026-02-19,Thursday,False,False,SCH0221,
ATT0003818,4,286,173,Class Teacher,False,60.48951048951049,2025-09-15,Monday,False,False,SCH0087,1.0
ATT0013226,8,187,143,Headmaster,False,76.47058823529412,2025-04-07,Monday,False,False,SCH0392,1.0
ATT0003493,7,239,202,Class Teacher,False,84.51882845188284,2025-09-20,Saturday,False,False,SCH0144,0.0
ATT0016502,4,166,129,Admin,False,77.71084337349397,2026-02-08,Sunday,True,False,SCH0318,1.0
ATT0002737,2,226,243,Class Teacher,True,107.52212389380531,2025-11-12,Wednesday,False,False,SCH0329,1.0
ATT0007776,9,266,161,,False,60.526315789473685,2025-12-17,Wednesday,False,False,SCH0499,1.0
ATT0012695,8,233,146,Class Teacher,False,62.66094420600859,2025-07-22,Tuesday,False,False,SCH0231,1.0
ATT0000135,2,70,43,Headmaster,False,61.42857142857143,2025-05-19,Monday,False,False,SCH0059,0.0
ATT0012899,7,208,128,Headmaster,False,61.53846153846154,2025-09-08,Monday,False,False,SCH0140,1.0
ATT0019636,3,157,94,Headmaster,False,59.87261146496815,2025-11-20,Thursday,False,False,SCH0339,1.0
ATT0005884,6,118,78,Admin,False,66.10169491525424,2026-03-01,Sunday,True,False,SCH0150,1.0
ATT0015080,4,158,132,,False,83.54430379746836,2026-02-02,Monday,False,False,SCH0026,1.0
ATT0013555,1,145,125,Headmaster,False,86.20689655172413,2025-10-03,Friday,False,False,SCH0509,1.0
ATT0013552,3,117,109,Admin,False,93.16239316239316,2025-10-30,Thursday,False,False,SCH0068,1.0
ATT0008524,8,63,49,Headmaster,False,77.77777777777779,2025-04-11,Friday,False,False,SCH0258,1.0
ATT0017110,2,137,130,Headmaster,False,94.8905109489051,2025-05-22,Thursday,False,False,SCH0279,1.0
ATT0005611,3,148,92,Headmaster,False,62.16216216216216,2025-09-12,Friday,False,False,SCH0526,1.0
ATT0004981,8,99,93,Clerk,False,93.93939393939394,2026-01-13,Tuesday,False,False,SCH0440,1.0
ATT0008285,4,242,201,Headmaster,False,83.05785123966942,2025-11-21,Friday,False,False,SCH0093,1.0
ATT0006671,6,225,153,Headmaster,False,68.0,2025-04-12,Saturday,False,False,SCH0222,0.0
ATT0012126,10,226,149,Admin,False,65.929203539823,2025-07-01,Tuesday,False,False,SCH0247,1.0
ATT0018439,7,280,237,Headmaster,False,84.64285714285714,2025-05-25,Sunday,True,False,SCH0167,0.0
ATT0016842,10,105,74,Class Teacher,False,70.47619047619048,2025-04-02,Wednesday,False,False,SCH0593,1.0
ATT0003994,10,278,172,,False,61.87050359712231,2026-02-26,Thursday,False,False,SCH0496,1.0
ATT0012510,1,65,56,Admin,False,86.15384615384616,2025-07-08,Tuesday,False,False,SCH0312,1.0
ATT0005461,1,215,201,Headmaster,False,93.48837209302326,2025-09-11,Thursday,False,False,SCH0050,1.0
ATT0001580,7,196,169,Headmaster,False,86.22448979591837,2026-01-29,Thursday,False,False,SCH0131,1.0
ATT0019033,1,294,212,,False,72.10884353741497,2026-01-05,Monday,False,False,SCH0473,1.0
ATT0002969,3,49,32,Clerk,False,65.3061224489796,2025-09-05,Friday,False,False,SCH0122,0.0
ATT0017980,6,270,207,Class Teacher,False,76.66666666666667,2025-04-10,Thursday,False,False,SCH0416,1.0
ATT0003257,9,188,127,Admin,False,67.5531914893617,2026-01-30,Friday,False,False,SCH0142,1.0
ATT0006479,2,212,139,Class Teacher,False,65.56603773584906,2025-07-31,Thursday,False,False,SCH0449,0.0
ATT0000486,2,122,88,Headmaster,False,72.1311475409836,2025-07-27,Sunday,True,False,SCH0027,1.0
ATT0007902,4,260,177,Headmaster,False,68.07692307692308,2025-04-04,Friday,False,False,SCH0575,1.0
ATT0000968,7,242,193,Headmaster,False,79.75206611570248,2025-08-31,Sunday,True,False,SCH0028,1.0
ATT0003785,2,299,228,,False,76.2541806020067,2026-03-19,Thursday,False,False,SCH0385,1.0
ATT0018455,2,109,89,Clerk,False,81.65137614678899,2025-10-10,Friday,False,False,SCH0071,
ATT0010262,10,236,236,Headmaster,False,100.0,2025-09-14,Sunday,True,True,SCH0050,1.0
ATT0016069,7,258,212,Admin,False,82.17054263565892,2025-12-26,Friday,False,False,SCH0381,1.0
ATT0010513,5,118,107,Class Teacher,False,90.67796610169492,2025-07-15,Tuesday,False,False,SCH0171,1.0
ATT0012580,4,205,173,Class Teacher,False,84.39024390243902,2026-03-16,Monday,False,False,SCH0145,
ATT0001948,4,64,58,Headmaster,False,90.625,2026-01-19,Monday,False,False,SCH0335,0.0
ATT0007229,4,111,69,Class Teacher,False,62.16216216216216,2025-06-12,Thursday,False,False,SCH0113,1.0
ATT0014603,6,277,167,Headmaster,False,60.28880866425993,2025-05-13,Tuesday,False,False,SCH0134,1.0
ATT0002226,1,164,153,Headmaster,False,93.29268292682927,2025-07-26,Saturday,False,False,SCH0275,1.0
ATT0004372,4,113,82,Headmaster,False,72.56637168141593,2025-06-18,Wednesday,False,False,SCH0437,1.0
ATT0010570,5,221,208,Headmaster,False,94.11764705882352,2025-08-13,Wednesday,False,False,SCH0515,1.0
ATT0009274,5,288,213,Clerk,False,73.95833333333334,2025-06-30,Monday,False,False,SCH0009,0.0
ATT0006391,4,122,122,Clerk,False,100.0,2025-10-29,Wednesday,False,False,SCH0479,1.0
ATT0004004,9,178,120,Headmaster,False,67.41573033707866,2025-06-16,Monday,False,False,SCH0333,0.0
ATT0017486,4,119,99,Admin,False,83.19327731092437,2025-11-15,Saturday,False,False,SCH0429,1.0
ATT0004227,5,220,220,Headmaster,False,100.0,2025-10-26,Sunday,True,True,SCH0383,1.0
ATT0008933,10,245,239,Admin,False,97.55102040816327,2026-03-25,Wednesday,False,False,SCH0494,1.0
ATT0013541,4,133,87,,False,65.41353383458647,2025-08-08,Friday,False,False,SCH0329,1.0
ATT0012716,3,199,199,Clerk,False,100.0,2025-12-10,Wednesday,False,False,SCH0561,1.0
ATT0007959,2,77,69,Admin,False,89.6103896103896,2025-05-15,Thursday,False,False,SCH0005,
ATT0015950,1,249,227,Clerk,False,91.16465863453816,2025-08-17,Sunday,True,False,SCH0530,1.0
ATT0011757,1,258,258,Class Teacher,False,100.0,2025-07-09,Wednesday,False,False,SCH0346,1.0
ATT0011656,1,193,134,Headmaster,False,69.43005181347151,2025-04-05,Saturday,False,False,SCH0467,1.0
ATT0014701,6,279,293,Clerk,True,105.01792114695341,2025-06-07,Saturday,False,False,SCH0343,0.0
ATT0017180,3,123,73,Headmaster,False,59.34959349593496,2025-05-26,Monday,False,False,SCH0070,1.0
ATT0004885,5,264,249,,False,94.31818181818183,2025-04-12,Saturday,False,False,SCH0559,1.0
ATT0010676,3,279,194,Headmaster,False,69.53405017921148,2025-09-30,Tuesday,False,False,SCH0256,
ATT0006242,3,259,228,Class Teacher,False,88.03088803088804,2025-10-17,Friday,False,False,SCH0254,1.0
ATT0004008,5,289,196,Class Teacher,False,67.82006920415225,2025-10-30,Thursday,False,False,SCH0402,1.0
ATT0002550,8,72,45,Headmaster,False,62.5,2025-10-23,Thursday,False,False,SCH0351,1.0
ATT0018564,7,194,186,Headmaster,False,95.87628865979381,2026-01-28,Wednesday,False,False,SCH0104,1.0
ATT0018300,5,234,152,,False,64.95726495726495,2025-06-17,Tuesday,False,False,SCH0267,1.0
ATT0012962,3,235,179,Clerk,False,76.17021276595744,2025-09-25,Thursday,False,False,SCH0283,
ATT0014797,4,66,40,Admin,False,60.60606060606061,2025-04-24,Thursday,False,False,SCH0320,1.0
ATT0017278,5,176,167,Clerk,False,94.88636363636364,2026-01-27,Tuesday,False,False,SCH0333,1.0
ATT0018849,4,278,247,Class Teacher,False,88.84892086330936,2025-07-17,Thursday,False,False,SCH0422,0.0
ATT0015780,4,298,298,Admin,False,100.0,2025-05-04,Sunday,True,True,SCH0244,1.0
ATT0013757,9,43,34,,False,79.06976744186046,2026-05-02,Saturday,False,False,SCH0595,1.0
ATT0016137,7,189,175,Headmaster,False,92.5925925925926,2026-02-16,Monday,False,False,SCH0009,1.0
ATT0019505,5,187,187,Headmaster,False,100.0,2025-08-17,Sunday,True,True,SCH0330,1.0
ATT0008087,8,130,124,,False,95.38461538461539,2025-05-26,Monday,False,False,SCH0003,1.0
ATT0006587,10,180,172,Admin,False,95.55555555555556,2025-05-14,Wednesday,False,False,SCH0238,1.0
ATT0007140,10,238,218,Clerk,False,91.59663865546219,2025-09-09,Tuesday,False,False,SCH0597,1.0
ATT0019840,2,214,131,Admin,False,61.21495327102804,2025-07-01,Tuesday,False,False,SCH0521,1.0
ATT0002905,7,196,135,Headmaster,False,68.87755102040816,2025-08-24,Sunday,True,False,SCH0550,1.0
ATT0015618,6,287,246,Class Teacher,False,85.71428571428571,2025-04-06,Sunday,True,False,SCH0466,1.0
ATT0006504,1,263,207,Admin,False,78.70722433460075,2025-04-24,Thursday,False,False,SCH0061,1.0
ATT0017930,9,120,82,Headmaster,False,68.33333333333333,2026-01-27,Tuesday,False,False,SCH0046,1.0
ATT0013244,4,161,106,Headmaster,False,65.83850931677019,2025-12-15,Monday,False,False,SCH0347,0.0
ATT0000602,2,156,151,Headmaster,False,96.7948717948718,2025-06-04,Wednesday,False,False,SCH0082,1.0
ATT0008092,1,127,92,Headmaster,False,72.44094488188976,2025-07-28,Monday,False,False,SCH0076,0.0
ATT0010301,2,92,82,,False,89.13043478260869,2025-09-15,Monday,False,False,SCH0345,1.0
ATT0004725,1,258,160,Clerk,False,62.01550387596899,2025-08-03,Sunday,True,False,SCH0188,1.0
ATT0016536,8,246,246,,False,100.0,2025-06-15,Sunday,True,True,SCH0276,1.0
ATT0004630,2,147,133,Headmaster,False,90.47619047619048,2025-09-04,Thursday,False,False,SCH0443,1.0
ATT0013403,4,257,242,Admin,False,94.16342412451361,2025-10-10,Friday,False,False,SCH0387,0.0
ATT0004565,2,64,53,Headmaster,False,82.8125,2025-04-10,Thursday,False,False,SCH0033,0.0
ATT0002168,10,206,151,Clerk,False,73.30097087378641,2025-06-18,Wednesday,False,False,SCH0555,1.0
ATT0008633,5,219,201,Clerk,False,91.78082191780823,2025-12-04,Thursday,False,False,SCH0028,1.0
ATT0018041,5,127,83,Headmaster,False,65.35433070866141,2026-02-03,Tuesday,False,False,SCH0252,0.0
ATT0009786,7,102,74,Headmaster,False,72.54901960784314,2025-10-06,Monday,False,False,SCH0061,1.0
ATT0018555,1,274,194,Headmaster,False,70.8029197080292,2026-01-12,Monday,False,False,SCH0405,1.0
ATT0004450,4,98,63,,False,64.28571428571429,2026-02-01,Sunday,True,False,SCH0459,1.0
ATT0012093,4,253,197,Class Teacher,False,77.86561264822134,2025-10-13,Monday,False,False,SCH0165,1.0
ATT0005997,6,254,166,Clerk,False,65.35433070866141,2026-02-20,Friday,False,False,SCH0387,1.0
ATT0017688,1,60,57,,False,95.0,2025-10-30,Thursday,False,False,SCH0108,1.0
ATT0017924,10,124,102,Headmaster,False,82.25806451612904,2025-12-12,Friday,False,False,SCH0526,1.0
ATT0010734,6,247,220,Headmaster,False,89.06882591093117,2025-06-12,Thursday,False,False,SCH0158,1.0
ATT0002625,2,121,73,Clerk,False,60.33057851239669,2025-04-19,Saturday,False,False,SCH0424,1.0
,3,162,162,Class Teacher,False,100.0,2025-06-29,Sunday,True,True,SCH0302,1.0
ATT0012893,3,207,220,,True,106.28019323671498,2025-04-22,Tuesday,False,False,SCH0392,1.0
ATT0002546,6,43,34,Headmaster,False,79.06976744186046,2025-12-08,Monday,False,False,SCH0466,1.0
ATT0007458,5,255,163,,False,63.921568627450974,2025-06-13,Friday,False,False,SCH0399,1.0
ATT0013245,1,250,190,Headmaster,False,76.0,2025-06-16,Monday,False,False,SCH0560,1.0
ATT0016431,2,230,250,Headmaster,True,108.69565217391303,2025-09-20,Saturday,False,False,SCH0352,0.0
ATT0000742,10,290,281,Headmaster,False,96.89655172413794,2025-09-20,Saturday,False,False,SCH0463,1.0
ATT0000412,8,123,129,Clerk,True,104.8780487804878,2025-08-27,Wednesday,False,False,SCH0475,1.0
ATT0008795,2,181,158,Admin,False,87.29281767955801,2025-08-10,Sunday,True,False,SCH0326,1.0
ATT0018075,2,198,154,Headmaster,False,77.77777777777779,2025-07-29,Tuesday,False,False,SCH0106,0.0
ATT0016425,10,255,177,Headmaster,False,69.41176470588235,2025-09-16,Tuesday,False,False,SCH0096,1.0
ATT0016570,5,56,48,Headmaster,False,85.71428571428571,2025-12-09,Tuesday,False,False,SCH0493,1.0
ATT0014359,5,54,54,,False,100.0,2026-01-03,Saturday,False,False,SCH0544,1.0
ATT0008411,2,252,222,Class Teacher,False,88.09523809523809,2025-06-30,Monday,False,False,SCH0070,1.0
ATT0002498,5,47,41,Headmaster,False,87.2340425531915,2025-08-22,Friday,False,False,SCH0144,1.0
,2,213,177,Headmaster,False,83.09859154929578,2025-05-22,Thursday,False,False,SCH0464,1.0
ATT0008523,1,241,158,Headmaster,False,65.56016597510373,2025-08-04,Monday,False,False,SCH0385,1.0
ATT0015617,1,181,159,Headmaster,False,87.84530386740332,2025-11-13,Thursday,False,False,SCH0445,1.0
ATT0016208,3,195,190,Class Teacher,False,97.43589743589743,2025-08-18,Monday,False,False,SCH0169,1.0
ATT0002761,3,85,94,,True,110.58823529411765,2025-12-20,Saturday,False,False,SCH0185,1.0
ATT0002076,1,198,132,Class Teacher,False,66.66666666666666,2025-10-17,Friday,False,False,SCH0162,1.0
ATT0012191,3,51,43,Class Teacher,False,84.31372549019608,2026-03-01,Sunday,True,False,SCH0403,1.0
ATT0012121,10,241,214,,False,88.79668049792531,2025-09-23,Tuesday,False,False,SCH0259,1.0
ATT0018391,9,283,261,,False,92.226148409894,2025-11-14,Friday,False,False,SCH0492,1.0
ATT0004111,5,97,97,Class Teacher,False,100.0,2025-05-04,Sunday,True,True,SCH0170,1.0
ATT0007111,7,224,144,Headmaster,False,64.28571428571429,2025-11-25,Tuesday,False,False,SCH0480,0.0
ATT0019198,2,288,263,Admin,False,91.31944444444444,2025-05-28,Wednesday,False,False,SCH0507,1.0
ATT0003106,9,181,170,Headmaster,False,93.92265193370166,2025-04-12,Saturday,False,False,SCH0249,1.0
ATT0014078,3,188,180,Admin,False,95.74468085106383,2026-02-17,Tuesday,False,False,SCH0045,1.0
ATT0007585,1,44,35,,False,79.54545454545455,2025-10-09,Thursday,False,False,SCH0402,1.0
ATT0003148,5,157,108,Headmaster,False,68.78980891719745,2026-03-20,Friday,False,False,SCH0547,1.0
ATT0005358,3,254,159,Admin,False,62.59842519685039,2025-10-18,Saturday,False,False,SCH0303,1.0
ATT0017012,6,286,275,Headmaster,False,96.15384615384616,2025-06-05,Thursday,False,False,SCH0106,1.0
ATT0000287,10,285,200,Class Teacher,False,70.17543859649122,2025-07-25,Friday,False,False,SCH0056,1.0
ATT0018957,1,61,52,Clerk,False,85.24590163934425,2025-11-06,Thursday,False,False,SCH0096,0.0
ATT0001324,8,130,86,Admin,False,66.15384615384615,2025-07-02,Wednesday,False,False,SCH0578,1.0
ATT0008782,6,90,77,Headmaster,False,85.55555555555556,2026-02-02,Monday,False,False,SCH0207,1.0
ATT0013252,5,183,114,Clerk,False,62.295081967213115,2025-08-18,Monday,False,False,SCH0199,1.0
ATT0008500,8,292,202,Clerk,False,69.17808219178082,2025-07-20,Sunday,True,False,SCH0207,1.0
ATT0003503,2,211,176,Clerk,False,83.41232227488152,2025-04-15,Tuesday,False,False,SCH0098,1.0
ATT0000073,6,186,124,Headmaster,False,66.66666666666666,2026-03-31,Tuesday,False,False,SCH0509,1.0
ATT0019793,8,221,210,Headmaster,False,95.02262443438913,2025-10-28,Tuesday,False,False,SCH0020,1.0
ATT0000411,3,261,212,Headmaster,False,81.22605363984674,2026-02-08,Sunday,True,False,SCH0200,1.0
ATT0008728,1,214,151,Headmaster,False,70.56074766355141,2025-04-04,Friday,False,False,SCH0595,1.0
ATT0002079,8,113,90,Headmaster,False,79.64601769911505,2025-07-05,Saturday,False,False,SCH0525,1.0
ATT0002013,4,181,181,Headmaster,False,100.0,2026-03-01,Sunday,True,True,SCH0238,1.0
ATT0008577,8,265,198,Admin,False,74.71698113207546,2025-08-24,Sunday,True,False,SCH0380,1.0
ATT0015611,1,289,268,Clerk,False,92.73356401384083,2025-08-20,Wednesday,False,False,SCH0198,1.0
ATT0008293,2,115,115,Headmaster,False,100.0,2025-08-06,Wednesday,False,False,SCH0549,1.0
ATT0008143,1,263,173,Headmaster,False,65.77946768060836,2025-04-14,Monday,False,False,SCH0474,1.0
ATT0002523,4,211,189,Class Teacher,False,89.57345971563981,2026-01-22,Thursday,False,False,SCH0554,
ATT0004394,1,56,36,Headmaster,False,64.28571428571429,2026-03-10,Tuesday,False,False,SCH0278,1.0
ATT0006182,8,54,37,Class Teacher,False,68.51851851851852,2025-11-30,Sunday,True,False,SCH0207,1.0
ATT0013023,5,108,105,Headmaster,False,97.22222222222221,2025-04-09,Wednesday,False,False,SCH0263,1.0
ATT0016930,2,221,173,Class Teacher,False,78.28054298642535,2025-04-01,Tuesday,False,False,SCH0319,0.0
ATT0009190,5,221,139,,False,62.89592760180995,2026-03-05,Thursday,False,False,SCH0391,1.0
ATT0018363,6,147,126,Clerk,False,85.71428571428571,2025-09-05,Friday,False,False,SCH0275,1.0
ATT0017255,4,152,102,Class Teacher,False,67.10526315789474,2026-03-30,Monday,False,False,SCH0340,1.0
ATT0004059,2,291,305,Admin,True,104.8109965635739,2025-11-05,Wednesday,False,False,SCH0460,1.0
ATT0005865,2,49,41,Admin,False,83.6734693877551,2025-12-11,Thursday,False,False,SCH0111,1.0
ATT0012310,10,174,124,Clerk,False,71.26436781609196,2025-06-14,Saturday,False,False,SCH0062,1.0
ATT0016109,7,274,235,Headmaster,False,85.76642335766424,2025-04-06,Sunday,True,False,SCH0484,1.0
ATT0015447,2,96,58,Headmaster,False,60.416666666666664,2025-10-23,Thursday,False,False,SCH0386,1.0
ATT0009758,5,45,41,Admin,False,91.11111111111111,2026-02-21,Saturday,False,False,SCH0307,0.0
ATT0008366,2,273,292,Clerk,True,106.95970695970696,2025-12-22,Monday,False,False,SCH0208,1.0
ATT0019273,6,167,108,,False,64.67065868263472,2025-09-20,Saturday,False,False,SCH0353,1.0
ATT0009381,1,41,27,Clerk,False,65.85365853658537,2025-12-18,Thursday,False,False,SCH0161,1.0
ATT0014111,1,100,88,Headmaster,False,88.0,2025-10-08,Wednesday,False,False,SCH0033,1.0
ATT0006813,3,270,246,Class Teacher,False,91.11111111111111,2026-01-23,Friday,False,False,SCH0102,1.0
ATT0016938,2,244,226,Class Teacher,False,92.62295081967213,2025-04-07,Monday,False,False,SCH0521,1.0
ATT0002299,5,137,117,Headmaster,False,85.40145985401459,2025-04-25,Friday,False,False,SCH0078,1.0
ATT0003169,9,182,167,Clerk,False,91.75824175824175,2025-08-24,Sunday,True,False,SCH0418,
ATT0008029,4,94,63,Class Teacher,False,67.02127659574468,2025-11-20,Thursday,False,False,SCH0586,1.0
ATT0010585,1,271,170,Headmaster,False,62.73062730627307,2025-10-10,Friday,False,False,SCH0554,1.0
ATT0007970,9,186,186,,False,100.0,2025-07-09,Wednesday,False,False,SCH0548,1.0
ATT0004102,6,199,193,,False,96.98492462311557,2025-05-09,Friday,False,False,SCH0140,0.0
,5,207,202,Headmaster,False,97.58454106280193,2025-02-05,Wednesday,False,False,SCH0490,
ATT0009091,5,237,213,Clerk,False,89.87341772151899,2025-12-24,Wednesday,False,False,SCH0456,1.0
ATT0004511,4,260,249,Headmaster,False,95.76923076923077,2025-08-29,Friday,False,False,SCH0080,1.0
ATT0007900,3,235,194,,False,82.5531914893617,2025-11-10,Monday,False,False,SCH0282,1.0
ATT0010870,3,169,116,,False,68.63905325443787,2026-01-09,Friday,False,False,SCH0049,1.0
ATT0017359,1,228,204,Clerk,False,89.47368421052632,2025-01-09,Thursday,False,False,SCH0460,1.0
ATT0009120,1,248,160,Headmaster,False,64.51612903225806,2025-04-14,Monday,False,False,SCH0346,1.0
ATT0001072,9,103,82,Admin,False,79.6116504854369,2025-05-05,Monday,False,False,SCH0515,0.0
ATT0014773,8,57,37,Headmaster,False,64.91228070175438,2025-10-23,Thursday,False,False,SCH0339,1.0
ATT0008966,4,254,245,Headmaster,False,96.45669291338582,2025-07-30,Wednesday,False,False,SCH0128,1.0
ATT0003530,5,278,193,Clerk,False,69.42446043165468,2025-06-13,Friday,False,False,SCH0022,
ATT0019503,7,111,120,Headmaster,True,108.10810810810811,2025-11-03,Monday,False,False,SCH0561,1.0
ATT0011637,1,169,156,,False,92.3076923076923,2025-12-09,Tuesday,False,False,SCH0477,1.0
ATT0002831,9,198,125,Clerk,False,63.13131313131313,2026-01-19,Monday,False,False,SCH0069,1.0
ATT0004392,4,163,116,Headmaster,False,71.16564417177914,2025-05-27,Tuesday,False,False,SCH0570,
ATT0002046,8,281,168,Admin,False,59.7864768683274,2026-03-26,Thursday,False,False,SCH0532,1.0
